nuts2_id,nuts2_name,country,medals,nuts2_population,medals_per_million_residents
EL52,Kentriki Makedonia,Greece,2,1782630,1.121937810987137
FRI1,Aquitaine,France,4,3566828,1.1214446000760339
BE22,Prov. Limburg (BE),Belgium,1,898619,1.112818669536255
DEA2,Köln,Germany,5,4527594,1.1043393025081312
MK00,Severna Makedonija ,North Macedonia,2,1829954,1.0929236472610786
IE04,Northern and Western,Ireland,1,930208,1.0750283807492518
DE60,Hamburg,Germany,2,1892122,1.057014294004298
BG34,Yugoiztochen,Bulgaria,1,948410,1.0543963053953458
DE21,Oberbayern,Germany,5,4801769,1.0412829105273493
ITG1,Sicilia,Italy,5,4814016,1.0386338558077082
PL81,Lubelskie,Poland,2,1948400,1.0264832683227263
FRG0,Pays de la Loire,France,4,3902115,1.0250851140983799
HU22,Nyugat-Dunántúl,Hungary,1,982924,1.0173726554647156
DEC0,Saarland,Germany,1,992666,1.0073881849484116
HR02,Panonska Hrvatska,Croatia,1,999106,1.0008947999511564
DEA4,Detmold,Germany,2,2085331,0.9590803570272537
DEB3,Rheinhessen-Pfalz,Germany,2,2090077,0.9569025447387823
ES43,Extremadura,Spain,1,1054306,0.9484912349924974
TRA2,"Ağrı, Kars, Iğdır, Ardahan",Turkey,1,1081530,0.9246160531839154
DE92,Hannover,Germany,2,2180058,0.9174067845901348
CZ04,Severozápad,Czechia,1,1105932,0.9042147256793365
ITF3,Campania,Italy,5,5609536,0.8913393193305115
BE33,Prov. Liège,Belgium,1,1122360,0.8909797213015431
PL63,Pomorskie,Poland,2,2295745,0.8711768946464001
BE24,Prov. Vlaams-Brabant,Belgium,1,1188079,0.841694870458951
ES53,Illes Balears,Spain,1,1209906,0.826510489244619
ITI1,Toscana,Italy,3,3661981,0.8192287180080946
BE25,Prov. West-Vlaanderen,Belgium,1,1222004,0.8183279269134962
TR72,"Kayseri, Sivas, Yozgat",Turkey,2,2494889,0.8016388705068642
CZ03,Jihozápad,Czechia,1,1257691,0.7951078603567967
ITF1,Abruzzo,Italy,1,1272627,0.7857761936529714
DE40,Brandenburg,Germany,2,2573135,0.7772619780928711
ES52,Comunitat Valenciana ,Spain,4,5216195,0.7668424972609345
SK03,Stredné Slovensko,Slovakia,1,1305883,0.7657653863324663
ES24,Aragón,Spain,1,1341289,0.7455514807025182
ES11,Galicia,Spain,2,2699424,0.7408987991512264
FI19,Länsi-Suomi,Finland,1,1384761,0.7221462765054764
DE11,Stuttgart,Germany,3,4205849,0.7132923697450859
HU32,Észak-Alföld,Hungary,1,1405012,0.7117376933435444
ITI3,Marche,Italy,1,1484298,0.673719158821207
ITC3,Liguria,Italy,1,1507636,0.6632900779763816
DEB1,Koblenz,Germany,1,1522508,0.6568109986942597
CZ05,Severovýchod,Czechia,1,1533205,0.6522285017332973
ES62,Región de Murcia,Spain,1,1551692,0.6444577918813785
DE91,Braunschweig,Germany,1,1610865,0.620784485354142
PL91,Warszawski stołeczny,Poland,2,3269510,0.6117124584417849
PL21,Małopolskie,Poland,2,3319305,0.6025357717956018
CH01,Région lémanique,Switzerland,1,1701827,0.5876037928649622
ES61,Andalucía,Spain,5,8584147,0.5824690560401634
AT12,Niederösterreich,Austria,1,1718373,0.5819458289905626
DE25,Mittelfranken,Germany,1,1805791,0.5537739417241531
TR22,"Balıkesir, Çanakkale",Turkey,1,1816973,0.5503659107757792
FRE2,Picardie,France,1,1916353,0.521824528153216
DEG0,Thüringen,Germany,1,2126846,0.47017978734708576
RO32,Bucureşti-Ilfov,Romania,1,2290125,0.4366573876971781
ES30,Comunidad de Madrid,Spain,3,6871903,0.4365602948702855
DE13,Freiburg,Germany,1,2322689,0.4305354698799538
PL71,Łódzkie,Poland,1,2343021,0.42679941835775265
DE94,Weser-Ems,Germany,1,2592162,0.3857783579884282
TR90,"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",Turkey,1,2690038,0.37174196052249076
PL51,Dolnośląskie,Poland,1,2813919,0.3553762563883324
TR83,"Samsun, Tokat, Çorum, Amasya",Turkey,1,2827339,0.35368945853327105
DE12,Karlsruhe,Germany,1,2848400,0.35107428731919677
FRJ2,Midi-Pyrénées,France,1,3168890,0.3155679117924573
PL41,Wielkopolskie,Poland,1,3444228,0.29034082528798905
DEA5,Arnsberg,Germany,1,3600754,0.2777196109481514
TR42,"Kocaeli, Sakarya, Düzce, Bolu, Yalova",Turkey,1,4181440,0.23915206244738654
TR41,"Bursa, Eskişehir, Bilecik",Turkey,1,4330010,0.2309463488536978
TR31,İzmir,Turkey,1,4462056,0.22411193405013294
ITI4,Lazio,Italy,1,5720536,0.17480879414096862
TR51,Ankara,Turkey,1,5782285,0.17294201167877404
NL36,Zuid-Holland,Netherlands,12,NA,NA
UA13,Kharkivska Oblast,Ukraine,9,NA,NA
NL35,Utrecht,Netherlands,7,NA,NA
UA73,Lvivska Oblast,Ukraine,5,NA,NA
UA31,Dnipropetrovska Oblast,Ukraine,4,NA,NA
UA63,M. Kyiv,Ukraine,4,NA,NA
UA21,Donetska Oblast,Ukraine,3,NA,NA
XK00,Kosovo,Kosovo,3,NA,NA
UA42,Odeska Oblast,Ukraine,3,NA,NA
UA83,Rivnenska Oblast,Ukraine,3,NA,NA
UA44,Avtonomna Respublika Krym,Ukraine,2,NA,NA
UA72,Ivano-Frankivska Oblast,Ukraine,2,NA,NA
UA43,Khersonska Oblast,Ukraine,1,NA,NA
UA53,Khmelnytska Oblast,Ukraine,1,NA,NA
UA61,Kyivska Oblast,Ukraine,1,NA,NA
UA22,Luhanska Oblast,Ukraine,1,NA,NA
UA11,Poltavska Oblast,Ukraine,1,NA,NA
UA32,Zaporizka Oblast,Ukraine,1,NA,NA
